,Worried,TimeWorried,SocDisBelief,LockBelief,Stockpile,leftHome1Week,numPeople1Week,pubSpace2Weeks,SocDisPrac,NatGovTrust,LocGovTrust,Traveled,FollowNews,Am always worried about something; Rarely worry,Am nervous or tense most of the time; Am relaxed most of the time,Am afraid of many things; Am easily frightened,Get stressed out easily; Remain calm under pressure,Get irritated easily; Get angry easily,Am often down in the dumps; Often feel blue,Have a dark outlook on the future; Tend to feel very hopeless,Blame myself when something goes wrong; Am often troubled by feelings of guilt,Feel that my life lacks direction; Am happy with my life,Have a low opinion of myself; Think highly of myself,Avoid changes; Adapt easily to new situations,Take offence easily; My feelings are easily hurt,Need the approval of others; Need reassurance,Feel isolated from other people; Often feel lonely,Hate to hear about the successes of others; Am happy to see others doing well for themselves,Often feel that others misunderstand me; Feel that people are against me,Worry about what people think of me; Am not embarrassed easily,Enjoy social gatherings; Prefer to be alone,Having good friends is important for me; Have no need for close friendships,Act as a leader; See myself as a good leader,Radiate joy; Smile a lot,Find that nothing excites me; Am often bored,Am usually active and full of energy; Often feel tired,Love dangerous situations; Take risks,Am always joking; Have a great sense of humor,Talk a lot; Talking with others energizes me,Love excitement; Have a lot of fun,Am skilled in handling social situations; Find it difficult to approach others,Dont mind being the center of attention; Like to stand out in a crowd,Experience my emotions intensely; Am not easily affected by my emotions,Am full of ideas; Love to think up new ways of doing things,Am open about my feelings; Have difficulty showing affection,Love to learn new things; Am interested in many things,Dislike routine; Prefer variety to routine,Believe in the importance of art; Do not like poetry,Have a vivid imagination; Love to daydream,Find political discussions interesting; Avoid philosophical discussions,Am interested in science; Like to solve complex problems,Spend time reflecting on things; Often think about my experiences and emotions,Want to be in charge; Would like to have more power than other people,Enjoy cooperating with others; Like being part of a team,Am friendly with most people; Like most people,Believe that others have good intentions; Trust others,Cheat to get ahead; Often tell lies,Am quick to judge others; Accept people as they are,Find it easy to manipulate others; Have a natural talent for influencing people,Take advantage of others; Use others to get what I want,Insist on getting my way; Feel frustrated when I dont get my own way,Care about others; Love to help others,Believe that I am better than others; See myself as an average person,Find it hard to forgive others; Get back at people who insult me,Snap at people; Yell at people,Would like for other people to be afraid of me; Enjoy hurting others,Try to out do others; Like to compete and do everything I can to win,Demand a lot from others; Am hard to satisfy,Am quick to correct others; Believe that I am always right,Love order and regularity; Do things in a logical order,Cant make up my mind; Postpone decisions,Keep things tidy; Leave a mess in my room,Start tasks right away; Find it difficult to get down to work,Work hard; Push myself very hard to succeed,Keep my promises; Break my promises,Dont quit a task before it is finished; Often stop working if it becomes too hard,Act without thinking; Make rash decisions,Continue until everything is perfect; Want every detail taken care of,Buy only the things I need; Spend more money than I should,Am able to stand up for myself; Let others take advantage of me,Am able to control my cravings; Easily resist temptations,Am willing to accept responsibilities; Avoid responsibilities,Can maintain interest in something for a long time; My interests change quickly,Am an extremely loyal person; Switch my loyalties when I feel like it,Am always on time; Hardly ever finish things on time,Am easy to fool; Let myself be influenced by others,Am easily distracted; Often forget things,Learn quickly; Am good at many things,Enjoy flirting; Dont think much about sex,Am a spiritual person; Dont consider myself religious,Wear stylish clothing; Love to look my best,Love luxury; Am mainly interested in money,Believe in the power of fate; Believe that all events can be explained scientifically,Am always busy; Have too many things to do,Rebel against authority; Like to be viewed as proper and conventional,Believe in the importance of tradition; Think good manners are very important,Treat all people equally; Treat all ethnicities and religions equally,Feel thankful for what I have received in life; Have been richly blessed in my life,Am quick to admit making a mistake; Easily apologize when I have been wrong,Dislike talking about myself; Dont like to talk about my achievements,Am good at understanding others feelings; Know how to comfort others,Get suspicious when someone treats me nicely; Often feel that others laugh or talk about me,Dont hesitate to express an unpopular opinion; Tell others what I really think,Am usually a patient person; Hate waiting for anything,Am good at saving money,Cry easily,Like to read,Consider myself good-looking,Support liberal political candidates,Make friends easily,Get deeply immersed in music,Have strong sexual urges
130,6,6,5,6,4,6,8,1,6,5,5,1,6,-0.055815147,-0.91262518,0.155916311,-1.036017009,-0.656922274,0.096792647,-1.373176022,-0.580684053,-0.741526567,-0.098558695,0.041597278,-0.932785711,-0.934113556,-0.235703689,-1.030417289,-0.134416833,-0.93922706,-0.661188568,-0.219550407,0.552901443,0.500314722,0.487504885,0.647118476,-0.101790522,-0.619624789,0.12144366,-0.15547671,0.267521762,-0.135255089,0.078351639,0.869386668,0.04245769,0.618736021,0.765766233,-1.614640232,0.192798135,0.639617314,-0.32405873,0.555556789,0.947337677,-0.616063534,-0.48997248,0.040571705,-0.704445496,-0.022274404,0.074169507,-0.528460556,-0.086303602,-0.736705537,1.268341269,-0.428068977,0.243227015,-0.099204352,0.857656027,-0.257671958,0.09901355,-0.268713432,1.057632913,0.334146447,0.250648955,0.843117354,-0.471900158,0.220493761,0.433241475,0.616691213,0.538940228,0.799853125,0.80584655,0.588589041,-0.419895365,-0.74396515,0.157488108,0.891148917,0.889642993,-0.143621445,0.456351346,1.518357089,-0.317466637,0.59267402,1.065485202,0.727848614,-0.74475108,-0.454693674,0.580287212,0.623725094,0.313893603,-0.335467375,-0.117511118,0.622339186,1.23503333,0.554147496,6,1.5,4,4,3.5,3,3.5,5
131,6,6,6,6,5,3,1,1,6,5,5,2,6,0.601041705,0.129983613,0.155916311,1.739103122,1.253282959,-0.100663954,-0.426981231,-0.258953017,0.240503897,0.251297699,-0.164932856,0.054656873,-0.435521292,-1.743112693,-1.240530118,-0.968841907,-0.708155753,1.684258413,1.009558398,-1.075158919,0.726891044,0.905775584,-0.185008151,0.255998358,0.360895658,0.843887129,0.094830776,-0.121823733,-0.503380829,1.125950461,-0.84258869,1.70197209,0.016504594,0.332569607,-0.284082643,-1.604229815,0.322263589,-2.310461323,-0.273445586,-1.726470682,-0.596671118,-1.532227606,-1.34556766,-1.152739976,-1.447281281,-1.586538703,-1.19006624,-0.789280842,-1.289005035,-1.564215579,-0.228454707,0.25064628,-0.784748642,-1.901473995,-1.738289508,0.021251632,0.489645026,0.016504186,0.907189516,0.645047608,0.828346568,1.12860561,1.03855103,0.640135167,1.63388996,-0.739421915,1.534832624,-1.13542358,1.383086812,0.903833231,1.176021839,0.901127106,0.179076345,0.889642993,-0.454358002,-0.881835427,-0.23812103,0.520713224,0.394753691,1.665876527,-0.081067663,-0.162709859,0.504488314,1.060608544,-0.29604971,0.077856874,-0.353339482,1.494650472,-1.981840495,1.447255643,-1.310397009,3,6,4.5,2.5,6,4,4.5,1.5
132,5,5,6,5,2,2,1,1,6,5,4,1,6,1.025947754,0.150271756,-0.86240221,-0.807080695,-0.463948167,0.491705848,1.277183075,-0.391207404,1.432074495,1.160921563,-0.436038781,-0.721876009,0.136845725,0.894853064,-0.261079549,1.132930288,0.244704246,-1.051380481,-1.136519386,-1.810602249,-1.119656323,-1.085473104,-1.644651442,-0.995684639,-0.619624789,-0.837851136,-1.397489801,-1.829437057,-1.426612402,-0.972903167,-2.01328753,-0.331219551,-2.266390241,-0.317225333,-1.954051994,-1.410570851,-1.754862909,-0.322567807,-0.542003068,-0.778897696,-0.15889546,-0.348997742,0.982774597,-0.704445496,-0.448355085,-0.970876743,-1.19006624,-1.306475497,-1.012855286,-0.558632294,-0.42861159,-0.612607423,-0.327719115,-0.887095963,-0.265876349,-0.575800867,1.263685792,-0.186634884,0.736515322,0.646392037,1.486186194,0.033496548,0.212028277,0.644450917,0.677739489,1.447417471,-0.814624225,0.588845611,0.382874269,0.409489588,0.954078116,0.901127106,0.189044544,1.110373347,-0.143621445,-0.690247695,-0.717175014,-0.502356859,-0.707669772,1.041273799,1.344147204,-1.132778561,0.412439536,0.110618198,-1.360955095,0.068930745,0.281572597,0.386902463,0.622339186,-0.595283823,-0.068022559,6,2.5,1,3,3.5,1,5,3
133,4,5,6,5,5,2,2,1,4,4,4,1,5,-0.055815147,-0.102883917,0.716462674,0.15332019,-1.22933265,-0.108983834,0.142763006,-0.145481172,-0.575766571,-0.168524453,0.020072015,-0.156252829,-0.092948032,-0.433571712,0.824973392,0.082044191,-0.33642685,-0.206463752,NA,-0.16586243,0.082187448,-0.108618411,0.750441192,-0.742491717,-1.069304507,-0.956644622,-0.150714542,-0.304801374,0.60099639,-0.337763102,-0.341866051,0.776592261,0.102542758,2.402073634,-0.718572019,-0.70571584,-1.412794306,-1.427173971,NA,0.428424935,0.381248392,NA,0.040571705,-0.540958612,0.11738352,0.271812967,2.527778779,0.312103464,0.452978806,-0.166069639,0.367675038,0.034214582,0.849901911,0.27607203,0.371018142,0.09901355,-0.019412237,0.029220875,-0.238896622,-0.344646205,0.14096537,0.075654373,-0.961506177,-0.239228596,0.09282977,0.529071506,-0.814624225,0.80584655,-0.791793505,-0.474951518,-0.81618375,0.901127106,-0.463218835,0.26771639,-0.141844155,-0.003512049,0.240879799,0.23720403,-0.52318605,0.649083384,0.327235028,-0.74475108,-0.165649271,NA,-0.258214741,0.684813294,0.463832672,-0.314534969,0.733417791,-0.362670949,-0.894961753,5.5,4,2.5,NA,4,4.5,NA,4
134,5,5,6,4,4,3,3,2,5,6,5,1,5,0.152738322,0.514566102,-0.046992587,0.112368926,0.667848692,0.491705848,0.899887786,0.131873522,1.222534361,0.951010487,0.226602149,0.665017337,0.787222244,0.518000813,1.138596678,0.504493231,0.633211756,-0.463407922,0.262619106,-0.533584095,-0.318427142,-0.679715506,-0.60159788,0.673226024,-1.150465517,-0.428423292,-0.403403111,-0.684790784,0.419850744,0.078351639,-0.84258869,0.04245769,-1.13754591,-0.515730897,-0.533019869,-0.025636453,-0.178481877,-0.32405873,-0.273445586,-0.194900905,1.022809559,0.472556617,0.051437694,1.611600979,0.903269375,-0.552858243,1.276561043,0.16189162,0.148467275,-0.178157961,0.566204082,0.892522109,1.621990597,0.463494595,0.801084063,0.929644402,-0.793453002,-0.821485473,0.291477899,-1.134115726,-0.731230536,-0.471900158,-0.816892422,-0.903067168,-0.570865841,-1.511661726,-1.769478187,-1.134520632,-1.028767818,-0.451755831,-0.078133979,-0.608143516,-1.145386811,-0.300524263,-0.9284161,1.030316173,-0.397805691,0.890493669,1.533008107,0.881495696,-0.689677147,0.246234947,0.412439536,-1.82131945,-1.474039256,0.318356668,-0.147659491,-0.548347446,0.622339186,-0.37286623,0.139695069,2.5,4,2,2,3,2,5.5,5.5
135,6,6,6,6,6,3,1,1,6,5,5,1,4,1.257898556,0.301986715,-0.050766617,-1.244477691,-0.656922274,1.445709329,1.279717278,1.752401943,1.807374626,0.741099411,-0.664094179,0.498844919,1.207805006,1.66744136,-0.400078801,1.782313358,1.234381797,-0.465018736,0.215249059,0.927294891,0.900929313,-0.654689305,-0.390670944,0.062244222,0.851155881,0.013141957,1.093679633,0.079866079,-0.883175464,-0.954623247,0.118302709,-0.700490156,0.292414133,-0.497638149,-1.582947694,0.192798135,-0.411303373,0.337412835,1.104336718,-0.380981503,-1.321208062,-0.790399276,-0.154231558,-1.152739976,-1.0212006,-0.12726255,-1.19006624,-0.303292505,-1.012855286,-1.355845929,-1.222727767,-0.829039121,-0.784748642,1.006445988,0.379222533,-0.056802884,1.268913228,-1.8626142,0.334146447,-0.542181639,1.486186194,1.12860561,0.001164846,0.644450917,1.110028517,0.772587695,0.177907791,1.452334628,0.971657268,-0.571485786,1.176021839,0.923119732,-0.001794719,-0.467568669,0.2935829,0.457149714,0.560249121,0.249551752,-0.13630313,0.929918501,-0.489370354,-1.777571756,1.292470813,1.060608544,0.308968272,0.80381932,1.345716765,1.27310087,2.012842829,0.335167675,-0.069988217,6,1.5,2,2,2,3,5,4
136,5,4,6,6,6,2,1,1,6,6,5,1,5,0.376890013,-1.509787056,-1.331496457,-0.055140492,-0.66343422,-1.441260755,-1.373176022,-1.317960791,-0.22235651,0.811065169,-0.001453249,0.853558397,-0.973118307,-1.724228899,0.404747734,-2.03020101,1.291238292,1.744495813,NA,0.375712393,0.865903945,1.286506981,1.168083749,-0.489298795,0.851155881,-1.646950684,1.088917465,0.267521762,-0.509215277,0.28640901,0.138579649,-0.139974294,0.654361836,-1.171026527,-0.193608107,-0.499669064,-1.09544058,-0.325052679,NA,-1.43238104,-0.571872589,NA,-1.118166429,-1.014111118,-0.734777842,0.480822217,-1.131152148,0.787689695,-1.012855286,-0.975371595,0.368217651,-0.831512209,-0.978216195,-0.550883437,-1.730085117,-1.458272998,1.003929724,0.600488015,0.736515322,0.053113521,1.271829914,1.12860561,0.725401268,0.872923356,0.647215351,1.541316171,1.019727588,0.591554454,-1.203223048,-0.044328808,1.176021839,0.512813137,0.459629397,-0.327367237,0.806272042,0.378598923,-0.23812103,0.286513516,0.408190298,0.208470163,-0.265996245,-0.487985365,1.095475188,NA,1.291073707,-0.295038139,0.875192654,1.039288393,0.318678416,-0.56469798,0.13871224,5.5,2.5,3,NA,3,4.5,NA,2
137,6,5,6,6,2,1,1,1,6,4,4,1,5,NA,-0.684980779,-0.102720978,-1.036017009,-1.222820704,0.645543154,0.505576188,-0.145481172,NA,0.076369502,-0.414513517,0.97922585,-0.303239413,0.965498519,NA,0.926942271,0.070489435,0.183728161,NA,-0.805043646,-1.102143639,0.13866047,0.750441192,0.702945417,NA,-0.956644622,-0.150714542,0.614092142,-0.421056651,0.078351639,-0.797867409,-0.525174277,0.102542758,0.417017989,-1.0484427,-0.268846665,-0.361873618,-1.42816792,NA,0.428424935,0.381248392,NA,0.051437694,1.824803914,0.264148353,NA,0.698313316,NA,1.406011656,0.054388334,0.168603381,-0.98252489,1.306931438,0.71658091,-0.257671958,-0.575800867,-0.788225566,0.143317013,-0.095173089,-0.739044858,-0.716459751,-1.356468692,NA,-0.015071906,-1.326133867,NA,NA,-0.919325589,NA,NA,-0.555733103,NA,-0.17478457,-0.304270653,-0.141844155,NA,-0.557490352,NA,-0.707669772,NA,-0.473280088,-0.335806274,-0.121080018,NA,NA,NA,-0.770247273,-1.059251324,NA,NA,0.135425351,NA,NA,NA,NA,3,3,NA,NA
138,5,4,6,5,4,2,1,1,6,3,3,1,4,-1.385127072,-0.91262518,0.567395152,-1.244477691,-0.849896381,-1.449580635,-0.613517039,-1.236019366,0.030963763,-0.098558695,0.226602149,-0.721876009,-0.973118307,-0.989408191,0.228645736,-0.525446853,0.855078675,-1.2459395,-0.172180361,-1.07849481,-0.509978096,0.690383684,-0.18606098,-0.519018188,-0.39478493,-0.80571373,-0.15547671,-0.87712451,-1.426612402,-0.757533828,-0.61250431,0.038051053,0.016504594,-0.930834775,-0.315775181,-0.474893441,-1.730148031,0.338406784,-0.818337193,-1.151058891,0.755440689,-0.048570946,-0.175963537,-0.704445496,0.190765937,-1.172308799,-0.732699874,-0.810085054,0.424617023,-0.730736977,-1.025283948,-0.829039121,-0.556233878,-0.757622304,-0.257671958,-0.575800867,-0.0141848,-0.592913023,0.17157779,1.042135119,-0.058620124,0.033496548,-0.403631046,1.316920987,-0.077528536,0.136585317,0.504622552,1.021944541,0.588589041,0.65666141,0.587697191,0.168484421,0.660436859,1.110373347,-0.143621445,0.647939078,-1.036544336,0.520713224,-0.892153494,-1.055244979,-0.897673046,0.308986922,-0.375542963,1.060608544,0.881939836,-0.171569049,1.345716765,-0.314534969,-1.78974185,-0.362670949,0.556113155,5,1,4,2.5,6,3,6,4.5
139,5,4,5,5,4,3,8,1,5,2,4,1,5,-0.712671998,0.129983613,-0.454697399,-0.055140492,-0.843384436,-0.092344073,0.332677752,-0.063539747,0.030963763,-0.133541574,0.041597278,-0.510966307,-0.533033169,-0.414687917,0.928483849,0.092517197,-0.55071955,-0.465018736,-0.70171992,-0.897969869,-0.109363505,0.487504885,-0.602650708,0.062244222,0.136055798,0.078814472,-0.653710596,-0.121823733,-0.146923985,-0.549476457,-0.13205861,0.038051053,-0.309817294,0.097878545,0.161649925,-0.256458853,0.297548711,0.337412835,-1.090782997,-0.389566502,0.784529313,-0.048570946,0.744507376,0.241859515,0.264148353,-0.552858243,0.386272176,-0.324096717,0.729128555,0.643232318,-0.427526364,-0.401121902,0.360758864,-0.324828268,-0.257671958,0.073092911,-0.78299813,0.219643255,-1.017176897,0.24997674,-0.487332685,-1.061612514,-0.41209653,-0.015071906,-1.55754045,0.169055328,-0.412553354,-0.056739519,-0.000193959,-0.73078812,-0.738677228,-0.780307874,0.660436859,0.515289719,0.256729146,-0.690247695,-0.876859675,-0.317466637,-0.514228312,-0.111086045,0.935844512,0.870110818,-1.242676172,-1.575832624,-0.755937113,-0.295038139,-0.773635517,-0.092985367,0.207599812,-0.37286623,0.970565581,4.5,2.5,4.5,3,4.5,3,4,3
140,5,5,6,6,4,1,1,1,6,5,5,1,1,0.160537433,-0.082595774,1.1260545,0.529290291,0.680872583,0.113432408,-0.237066485,0.245345367,-0.156686303,-0.203507331,0.639662418,0.875927039,-0.112450407,0.141148562,-0.015477925,0.731427261,0.477405721,0.964111987,NA,-0.533584095,0.691865676,-0.501862908,0.332798636,0.479471887,0.136055798,0.423967503,0.094830776,0.455177446,0.040056109,0.921549075,-0.59222737,0.594160278,-0.44927632,0.417017989,-0.1460693,-0.268846665,-0.044519892,-0.544383594,NA,0.428424935,0.857808883,NA,-0.414230757,0.878498903,0.330423861,0.484610813,1.613046047,0.312103464,-0.156044257,0.643232318,0.566204082,0.245700104,-0.064157142,0.670233462,0.180598355,0.955565041,-0.0141848,0.016504186,-0.974508349,0.448184388,-0.07339091,-0.766756336,-0.118052455,-0.903067168,-0.077528536,-1.158002934,-0.337197244,0.80584655,-0.380363961,-0.905574228,-1.038127474,-0.985461172,-0.924642952,-0.31394575,-0.141844155,0.760709896,0.240932954,0.939803155,0.412669167,0.256892968,-0.073378557,0.052221207,-0.55964052,NA,0.258214741,-0.784963855,0.052472691,0.583926314,0.318678416,0.092359519,-0.482474985,3,4,5,NA,5,4.5,NA,5
141,6,5,6,6,4,2,4,1,6,4,4,1,4,0.809595174,1.304019222,1.172347818,0.737750974,1.619695335,0.886619049,1.278872543,0.649017828,1.453964565,-0.028579134,-0.414513517,1.064468099,-0.283737037,-0.037835666,0.15914611,0.926942271,0.244704246,0.512608798,0.792158665,0.375712393,-0.109363505,-0.679715506,-0.39382943,0.673226024,-0.129364566,0.639173207,0.347519345,0.075188036,0.782142036,0.494466381,0.808555849,0.594160278,0.041710768,0.747673484,-1.227689663,0.654442934,-1.17997281,0.558234673,0.828002593,1.133418275,-0.139503043,-0.569698509,0.040571705,1.150877487,0.976651792,0.689831467,0.835490587,0.906477284,0.481340588,0.655320641,1.560477141,1.320439328,0.586339938,0.631600858,0.586051102,0.721986689,-0.533696935,-0.186634884,-0.076327965,0.051769091,-0.28774719,-1.061612514,-0.606028992,-1.122908108,-0.077528536,-0.402007027,-0.594749762,-1.133617684,-0.823053046,-0.20458401,-1.920614446,0.351645093,-0.232506777,-0.133479857,0.093407604,1.413225514,0.240888658,0.471403738,1.348524385,0.072903462,0.11923913,-0.141792534,0.412439536,-0.604537641,-1.159282434,0.068930745,-0.550083419,-0.326797844,0.414969499,-0.140253355,-1.517131808,4,3.5,3,3.5,4,4.5,4,5.5
142,5,4,6,6,4,6,1,1,6,1,4,1,4,1.257898556,1.324307365,2.196327383,1.53064244,0.487898476,1.256572609,1.658702035,1.556988673,2.01691476,1.965582987,1.73688888,1.65245992,1.437598762,0.715868836,0.648871394,-0.73143487,1.641298082,-0.660114692,1.009558398,-1.810602249,-0.318427142,-2.265206597,-1.643598614,-0.936245853,1.341416104,-1.646950684,-1.647797286,-1.064780194,-1.426612402,-2.232215344,-1.573395709,-1.252192743,-3.746762633,-1.977640843,-0.469634793,-0.219295417,0.773579299,-0.985530295,0.286999307,-1.91255128,0.555945276,-0.269271713,-0.175963537,-0.704445496,1.263074549,-0.750501703,-0.969531012,0.658282063,1.062001869,-1.564215579,0.764733126,-0.396175725,-0.784748642,-1.151783735,0.586051102,0.488408337,0.754628529,-1.240480302,-0.769271143,-0.936580292,-1.6477388,-0.471900158,-2.048211067,1.541077678,-0.479293426,1.447417471,0.504622552,-1.998009649,-2.823478132,-0.395746811,-0.15035258,0.901127106,-0.21257038,-0.340788725,-0.691387051,-0.307072231,-0.876868534,-2.043135844,-0.343181197,-0.871255473,-2.330577018,-1.132778561,1.095475188,-1.575832624,-0.465675952,-0.784963855,1.757076747,-0.092985367,-1.167632788,-2.415405696,-0.687244125,6,1,5.5,4,5.5,5.5,4,3
143,4,3,5,4,4,2,2,1,4,4,4,2,4,-2.041983924,-0.872048894,-1.065311108,-1.41198711,-1.036358543,-1.054667434,-0.994191265,-0.328048521,-0.575766571,-0.693309044,-0.436038781,-1.543146175,-0.973118307,-0.414687917,-1.240530118,-0.73143487,-1.734650855,0.316975904,1.009558398,-0.717444928,0.500314722,1.476872679,1.271476654,-0.489298795,-0.538463779,-0.266338559,0.593064662,1.210478223,-0.146923985,0.293720978,0.849109729,1.145862865,0.618736021,0.946179049,1.243270287,-0.462505629,0.847723933,0.337412835,0.279222664,-1.151058891,-0.854343779,-0.269271713,-0.652497978,-1.152739976,-1.307623357,-0.3362718,-1.19006624,-0.572291939,-1.012855286,0.066476657,-1.620871081,-1.261902516,-0.784748642,0.65091716,-1.084986235,-0.991116293,-0.0141848,1.489344432,-0.494907913,1.437878201,0.813575782,1.12860561,1.030085545,1.536761928,0.647215351,0.506470216,1.277280106,1.237139584,1.000018584,1.828799584,0.881859515,1.09528409,0.449661198,1.692035488,0.093407604,0.075304865,-0.717175014,-0.317466637,-0.901111232,-0.871255473,-0.088756769,-0.917847495,0.806430785,1.060608544,0.163837692,0.684813294,0.075892606,0.362376712,-1.981840495,0.780002862,0.970565581,5,3,5,4,3.5,5,6,4
144,4,5,6,6,2,1,4,1,6,5,5,1,5,-1.160975381,-1.914657687,-1.677811833,-1.452938374,-1.415794811,-1.827854075,-1.184106011,-0.586620674,-0.972956771,-1.882809741,-1.240634054,-1.520777533,-1.354696318,0.480233224,0.577757817,-1.38081794,-1.725446467,0.122416885,-0.124810314,0.927294891,-0.126876189,0.715409885,0.649224133,0.732664809,1.07599574,0.703448019,0.094830776,0.633477043,1.524227963,-0.965591199,0.849109729,1.332701486,0.869439385,-0.912742026,0.145803656,0.654442934,0.847723933,-0.103236892,1.104336718,0.194430288,-0.63545595,1.514811743,-1.34556766,0.26671754,-0.242421654,0.066592314,0.141293083,-0.303292505,-0.708343755,2.273924554,-1.223812992,-1.261902516,0.702064165,1.045078592,-1.117803801,-0.290381236,0.754628529,1.476627742,1.232326831,-0.739044858,-0.901274459,1.12860561,-0.833823392,0.864291857,0.647215351,1.447417471,0.579978662,2.099725653,0.794303812,-0.698927653,0.732134392,1.106280404,0.680373257,-0.327367237,-1.402474199,0.456617469,0.879636162,1.124693377,0.588195151,1.409252812,-1.097979838,-0.079040559,0.110497064,0.580287212,-0.037834969,1.529781765,0.308380758,0.817738791,-0.545523727,0.780002862,-0.275740187,6,1,5,6,3.5,4.5,6,4.5
145,5,5,6,6,2,1,1,1,6,5,5,1,6,0.384689125,-0.487466405,0.157803326,-0.055140492,0.48138653,0.491705848,0.141073538,-0.454366287,1.432074495,-0.133541574,0.454657547,-0.089146902,0.136845725,0.499117019,1.138596678,-0.319458837,-0.143803264,0.511534923,-0.43695014,0.195187452,-1.119656323,-1.072960004,-0.18606098,-0.965965246,-0.129364566,0.089306254,-1.147182315,-0.487779014,0.595161942,-0.761189812,-1.573395709,0.772185624,-1.739777337,-0.912742026,-0.501327331,-0.268846665,1.323754521,-0.763714508,-0.269557264,0.371925886,1.727954086,-0.048570946,0.517106145,0.017712275,1.050034208,0.480822217,-0.291629418,0.410086841,1.033640086,0.863690291,1.559391916,-0.401121902,0.132244101,0.819023423,0.586051102,0.981485681,-0.019412237,-0.808768783,-0.281565171,-1.531203238,-2.734290987,-0.556215808,-0.597563507,-0.015071906,0.153878047,1.278710027,-0.117322782,-1.133617684,-0.823053046,-1.655754473,1.176021839,-2.289578496,-0.021731117,-0.31394575,-1.27600641,-0.116282867,-0.238138748,-0.218847665,-1.261120938,-1.287657291,-1.298286631,-0.529820015,-0.073600492,-0.156173265,-0.957609773,-0.89306843,-0.970379454,-0.326797844,-0.161326436,0.324972394,-0.896927412,5,1,1.5,4,5,1.5,3,2
146,6,5,6,5,5,2,3,1,6,5,4,4,6,0.361291791,-0.102883917,-0.048879602,-0.055140492,-0.084511899,-1.827854075,-0.805121254,-0.776097323,-0.59765664,-0.518380847,-0.849099049,-0.156252829,-0.494028418,-0.810423963,-0.120466346,0.082044191,0.041246103,1.488088581,-0.70171992,0.195187452,1.092480266,0.081747287,0.233687234,0.50919128,-0.39478493,0.078814472,-0.401022027,0.830488813,0.227036203,-0.334107118,0.138579649,0.589753641,-0.836430197,1.361282927,-0.379160257,-0.924150428,-0.728657099,-0.98602727,-0.545891389,0.752672081,-0.15889546,0.25185585,-0.175963537,-0.218863978,0.403806277,0.27939016,1.505244226,-0.075901496,-0.432194006,0.250669662,-0.030468276,0.676090411,-0.099204352,0.463494595,0.387426925,0.280750624,-0.019412237,0.232359945,0.616615213,0.446167744,0.828346568,-0.219201805,0.220493761,-0.459069537,0.153878047,-0.369537015,-0.117322782,0.374553515,-0.322946775,-0.268304943,-0.888402351,-0.04766519,0.429724801,-0.106636883,-0.965269854,0.83952681,-0.39782341,0.890493669,0.219227707,0.465093877,-0.289063561,-0.141792534,0.123395132,-1.084858973,0.018707112,-0.784963855,-1.193931552,-0.105248242,-0.368696124,0.092359519,-0.482474985,4,2.5,3,4,3,4.5,4.5,3.5
147,5,4,5,5,4,3,1,1,6,5,5,1,5,-0.063614258,0.514566102,-0.2517885,0.132844558,-0.843384436,-0.865530714,-0.615206508,-0.000380864,-0.366226437,-0.518380847,-0.186458119,-0.533334949,0.557428487,-0.970524397,0.15914611,-0.73143487,-0.16221204,1.292992624,1.009558398,0.743434059,0.500314722,0.702896785,0.439350026,0.50919128,0.585735517,1.016463644,0.09721186,0.638155086,0.782142036,0.501778349,-0.36214299,0.776592261,0.016504594,-0.4795454,0.888012256,-0.244071041,0.823009055,-0.103236892,0.006776861,0.371925886,-0.616063534,-0.48997248,-0.879899209,-0.692016483,-0.308697161,-0.343848993,-0.291629418,-0.572291939,-0.127682474,-0.141892994,-0.42861159,-0.182217115,-0.784748642,-0.118089401,-0.456296135,0.09901355,0.749401093,0.854493844,0.128909241,1.240342768,0.828346568,0.875907257,0.625289653,0.209084785,1.140552655,-0.434477039,-0.594749762,0.159358472,0.588589041,0.473210522,-0.078133979,0.146491795,-0.463218835,1.110373347,0.567465702,-0.307338354,-0.876859675,0.052313808,0.59715289,-0.086874642,0.519852716,-0.50890269,0.123395132,0.334800386,-0.554264452,0.313893603,-0.344403429,0.583926314,-0.383967165,-0.140253355,1.178283209,4.5,4,5,4,5,4,5,3
